"game_decision","points","field_goals","field_goal_attempts","field_goal_percentage","X3pointers","X3pointer_attempts","X3pointer_percentage","free_throws","free_throw_attempts","free_throw_percentage","offensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","Home","Away","Neutral"
0,72,25,57,0.439,7,24,0.292,15,19,0.789,8,35,11,4,6,9,19,0,1,0
0,65,22,51,0.431,6,19,0.316,15,19,0.789,7,25,12,6,6,15,20,0,1,0
0,48,18,62,0.29,1,15,0.067,11,24,0.458,18,41,5,5,0,10,20,1,0,0
1,75,23,48,0.479,7,23,0.304,22,27,0.815,1,30,15,5,4,11,19,1,0,0
0,54,19,50,0.38,6,24,0.25,10,14,0.714,5,28,11,5,2,16,16,0,1,0
0,69,22,55,0.4,7,19,0.368,18,25,0.72,10,27,12,5,4,9,19,1,0,0
0,64,19,52,0.365,5,20,0.25,21,35,0.6,11,32,11,3,5,13,25,1,0,0
0,58,17,50,0.34,5,17,0.294,19,25,0.76,10,31,9,7,4,16,20,1,0,0
0,84,27,60,0.45,11,24,0.458,19,25,0.76,12,25,14,6,1,16,21,0,0,1
0,84,32,58,0.552,8,17,0.471,12,17,0.706,10,31,11,2,1,13,17,0,1,0
1,80,31,61,0.508,8,22,0.364,10,15,0.667,9,38,18,4,6,9,12,1,0,0
1,61,23,50,0.46,6,15,0.4,9,13,0.692,10,29,11,1,2,11,15,1,0,0
0,67,22,51,0.431,7,18,0.389,16,27,0.593,9,32,10,3,4,11,21,1,0,0
1,76,29,62,0.468,8,21,0.381,10,11,0.909,6,30,18,5,7,6,16,1,0,0
1,65,23,56,0.411,5,15,0.333,14,21,0.667,10,38,8,2,6,3,14,1,0,0
0,60,19,49,0.388,4,13,0.308,18,22,0.818,8,27,7,3,5,12,25,0,0,1
0,56,18,54,0.333,1,8,0.125,19,27,0.704,10,37,10,1,4,5,17,1,0,0
0,66,24,58,0.414,2,16,0.125,16,23,0.696,14,37,12,5,9,11,20,1,0,0
0,54,21,60,0.35,2,18,0.111,10,15,0.667,14,39,13,7,5,18,13,1,0,0
0,63,25,54,0.463,4,8,0.5,9,13,0.692,12,25,10,9,3,10,16,1,0,0
0,58,20,57,0.351,4,12,0.333,14,15,0.933,12,39,12,3,4,15,23,1,0,0
0,46,19,52,0.365,1,12,0.083,7,10,0.7,8,26,8,9,2,16,14,0,1,0
1,73,26,65,0.4,5,17,0.294,16,24,0.667,14,43,13,10,8,8,19,0,0,1
1,83,30,60,0.5,2,13,0.154,21,28,0.75,13,38,10,5,7,10,23,0,0,1
0,69,21,53,0.396,6,17,0.353,21,31,0.677,8,27,9,8,5,18,38,0,1,0
1,71,24,55,0.436,5,11,0.455,18,23,0.783,7,32,12,6,4,11,26,1,0,0
0,91,27,80,0.338,8,34,0.235,29,34,0.853,14,50,9,5,7,17,27,0,1,0
1,86,28,53,0.528,6,12,0.5,24,33,0.727,5,33,13,2,6,9,19,1,0,0
1,67,22,61,0.361,11,32,0.344,12,16,0.75,9,34,16,4,7,13,12,0,0,1
1,87,29,64,0.453,7,23,0.304,22,29,0.759,14,29,11,4,5,13,15,0,1,0
1,76,25,63,0.397,13,25,0.52,13,25,0.52,12,38,19,6,4,7,12,1,0,0
1,72,26,65,0.4,9,28,0.321,11,16,0.688,12,43,14,3,6,8,12,1,0,0
1,76,26,63,0.413,9,27,0.333,15,18,0.833,10,36,14,6,8,7,13,0,1,0
1,104,38,72,0.528,11,21,0.524,17,24,0.708,15,44,23,10,2,11,23,1,0,0
0,56,20,67,0.299,5,23,0.217,11,17,0.647,15,34,10,10,5,13,17,0,1,0
1,78,26,50,0.52,13,24,0.542,13,16,0.813,9,39,19,5,1,13,15,0,1,0
0,73,26,65,0.4,8,26,0.308,13,16,0.813,10,26,13,8,4,7,14,0,0,1
1,88,32,57,0.561,9,22,0.409,15,23,0.652,6,27,24,10,6,9,17,1,0,0
0,64,24,58,0.414,6,15,0.4,10,14,0.714,6,29,7,6,4,7,11,0,0,1
1,74,24,60,0.4,9,26,0.346,17,20,0.85,8,34,16,5,4,11,17,1,0,0
1,76,21,58,0.362,8,27,0.296,26,32,0.813,13,36,8,4,3,10,20,0,1,0
1,80,27,61,0.443,14,37,0.378,12,16,0.75,10,33,19,7,7,8,14,1,0,0
1,71,31,58,0.534,4,17,0.235,5,11,0.455,10,26,19,5,1,9,21,0,0,1
1,73,24,51,0.471,4,13,0.308,21,32,0.656,8,28,18,15,3,11,20,1,0,0
0,63,22,53,0.415,2,15,0.133,17,28,0.607,14,28,13,8,1,14,22,1,0,0
1,63,22,47,0.468,6,13,0.462,13,18,0.722,4,22,17,11,4,14,19,1,0,0
0,64,18,60,0.3,6,23,0.261,22,26,0.846,16,40,11,6,2,13,19,0,1,0
1,49,14,42,0.333,2,14,0.143,19,27,0.704,6,32,9,6,1,15,17,1,0,0
1,78,29,59,0.492,8,12,0.667,12,19,0.632,14,43,22,6,3,13,15,0,1,0
0,72,25,55,0.455,5,15,0.333,17,18,0.944,8,29,14,8,2,12,16,0,0,1
1,94,33,72,0.458,10,31,0.323,18,24,0.75,12,39,18,3,3,15,20,0,1,0
1,64,22,50,0.44,3,11,0.273,17,20,0.85,5,39,11,10,9,17,21,0,0,1
1,124,47,70,0.671,18,32,0.563,12,15,0.8,11,36,40,15,4,18,9,1,0,0
1,80,30,58,0.517,7,21,0.333,13,19,0.684,14,29,17,11,6,14,16,1,0,0
1,91,31,59,0.525,7,15,0.467,22,33,0.667,18,49,23,13,5,11,14,1,0,0
0,58,23,59,0.39,8,23,0.348,4,5,0.8,4,31,19,3,5,17,22,0,1,0
1,61,21,49,0.429,6,23,0.261,13,18,0.722,10,36,11,4,10,17,18,1,0,0
1,80,28,58,0.483,10,18,0.556,14,16,0.875,9,34,14,3,10,9,15,0,1,0
0,65,23,63,0.365,8,24,0.333,11,20,0.55,11,30,14,3,3,9,20,1,0,0
0,80,31,75,0.413,3,15,0.2,15,29,0.517,17,51,17,4,10,8,18,1,0,0
1,92,34,56,0.607,7,14,0.5,17,25,0.68,9,32,17,5,5,12,19,0,0,1
0,68,24,53,0.453,6,21,0.286,14,23,0.609,8,28,16,7,7,11,18,1,0,0
1,78,27,67,0.403,7,28,0.25,17,27,0.63,18,45,10,4,5,8,19,1,0,0
1,93,34,55,0.618,12,18,0.667,13,19,0.684,10,45,21,3,7,15,19,0,1,0
1,113,41,66,0.621,13,22,0.591,18,28,0.643,11,55,28,8,13,15,14,1,0,0
0,62,21,62,0.339,5,17,0.294,15,16,0.938,16,36,11,3,11,11,17,1,0,0
0,73,27,62,0.435,11,29,0.379,8,11,0.727,8,29,11,6,5,15,19,0,1,0
1,79,26,64,0.406,9,28,0.321,18,23,0.783,7,29,18,7,4,4,23,1,0,0
1,74,24,52,0.462,9,24,0.375,17,24,0.708,9,26,16,6,6,5,9,1,0,0
0,48,18,60,0.3,2,18,0.111,10,15,0.667,7,31,9,10,7,11,15,1,0,0
0,65,26,64,0.406,8,26,0.308,5,11,0.455,11,33,14,5,5,10,15,0,1,0
0,64,26,55,0.473,5,13,0.385,7,15,0.467,9,28,7,6,5,7,20,0,0,1
0,75,26,63,0.413,9,29,0.31,14,22,0.636,13,31,12,12,5,16,23,0,0,1
1,93,37,76,0.487,4,16,0.25,15,30,0.5,16,45,15,16,7,10,17,0,0,1
0,50,19,47,0.404,4,17,0.235,8,13,0.615,7,31,9,5,2,19,22,0,1,0
1,64,20,68,0.294,4,20,0.2,20,32,0.625,14,44,8,10,4,6,21,1,0,0
0,69,23,53,0.434,8,23,0.348,15,21,0.714,9,28,11,7,5,21,20,0,1,0
0,82,30,63,0.476,6,22,0.273,16,22,0.727,7,29,13,3,2,13,20,0,0,1
1,110,45,83,0.542,11,29,0.379,9,16,0.563,15,44,26,11,2,9,14,1,0,0
1,71,24,57,0.421,13,29,0.448,10,12,0.833,7,33,18,5,1,10,13,1,0,0
1,66,25,58,0.431,6,21,0.286,10,14,0.714,7,35,13,5,3,10,14,1,0,0
1,101,37,68,0.544,7,17,0.412,20,30,0.667,13,39,25,9,8,12,14,1,0,0
1,82,26,55,0.473,5,13,0.385,25,35,0.714,11,31,19,9,4,21,17,0,1,0
0,78,31,66,0.47,6,23,0.261,10,15,0.667,9,32,20,6,4,8,13,1,0,0
0,63,25,58,0.431,3,13,0.231,10,12,0.833,12,35,6,5,3,16,18,0,1,0
0,91,32,60,0.533,6,22,0.273,21,23,0.913,5,28,14,3,4,9,24,0,1,0
1,81,25,56,0.446,9,17,0.529,22,32,0.688,15,45,16,2,9,18,17,1,0,0
0,56,21,54,0.389,4,16,0.25,10,13,0.769,3,27,11,3,6,18,15,0,1,0
1,79,29,63,0.46,7,21,0.333,14,21,0.667,14,37,13,11,4,11,14,1,0,0
1,55,21,62,0.339,4,22,0.182,9,14,0.643,16,40,6,7,3,13,10,0,1,0
0,42,14,50,0.28,4,22,0.182,10,18,0.556,8,25,5,9,1,15,23,0,1,0
0,61,24,59,0.407,5,18,0.278,8,12,0.667,15,35,9,3,2,12,14,1,0,0
1,60,18,56,0.321,10,26,0.385,14,20,0.7,8,35,10,3,2,10,20,1,0,0
0,64,24,62,0.387,5,19,0.263,11,20,0.55,16,46,9,7,3,17,24,0,1,0
0,69,23,61,0.377,12,28,0.429,11,18,0.611,8,27,13,11,3,13,19,1,0,0
0,53,19,62,0.306,7,24,0.292,8,14,0.571,10,39,10,9,5,14,19,0,1,0
0,59,21,57,0.368,3,19,0.158,14,20,0.7,12,32,11,1,1,9,15,1,0,0
0,56,21,56,0.375,4,22,0.182,10,16,0.625,10,26,10,13,1,12,16,0,1,0
0,44,16,50,0.32,6,17,0.353,6,8,0.75,6,31,5,2,9,15,18,0,1,0
0,64,18,54,0.333,8,26,0.308,20,29,0.69,10,32,8,3,0,9,24,0,1,0
1,72,25,60,0.417,12,26,0.462,10,11,0.909,8,33,14,7,2,11,20,0,1,0
0,60,22,65,0.338,5,21,0.238,11,17,0.647,15,37,8,7,2,12,17,0,1,0
0,56,19,47,0.404,7,20,0.35,11,18,0.611,8,30,9,3,2,13,19,0,1,0
1,66,22,54,0.407,7,16,0.438,15,19,0.789,12,43,7,3,1,13,22,1,0,0
1,58,19,56,0.339,6,20,0.3,14,17,0.824,7,31,8,3,1,5,13,1,0,0
1,99,31,63,0.492,4,9,0.444,33,46,0.717,10,47,18,4,4,17,24,0,1,0
1,78,25,58,0.431,6,14,0.429,22,34,0.647,13,41,10,5,1,15,20,0,1,0
0,57,21,60,0.35,5,24,0.208,10,17,0.588,10,39,6,3,0,18,25,1,0,0
0,69,24,61,0.393,7,23,0.304,14,21,0.667,12,37,10,2,2,10,14,0,1,0
0,62,25,53,0.472,5,16,0.313,7,10,0.7,4,28,10,5,2,16,19,0,1,0
1,74,32,58,0.552,6,19,0.316,4,8,0.5,6,29,15,2,2,10,13,0,1,0
0,55,21,50,0.42,6,21,0.286,7,10,0.7,9,30,14,2,4,14,16,1,0,0
0,70,17,45,0.378,7,23,0.304,29,40,0.725,6,32,8,7,1,13,18,1,0,0
0,69,24,53,0.453,7,19,0.368,14,17,0.824,10,37,8,3,3,13,17,1,0,0
0,70,23,55,0.418,11,25,0.44,13,15,0.867,8,29,12,1,1,9,18,1,0,0
1,111,39,78,0.5,13,37,0.351,20,27,0.741,32,62,23,15,3,14,12,1,0,0
1,64,25,62,0.403,10,24,0.417,4,6,0.667,12,40,13,4,0,10,22,1,0,0
1,71,21,55,0.382,7,21,0.333,22,25,0.88,12,44,14,2,0,12,15,1,0,0
0,56,21,62,0.339,6,28,0.214,8,12,0.667,10,37,14,1,1,8,21,0,1,0
1,84,25,50,0.5,9,24,0.375,25,37,0.676,10,39,18,7,8,20,25,0,1,0
1,78,30,63,0.476,5,21,0.238,13,24,0.542,14,41,15,9,2,12,20,1,0,0
1,91,32,64,0.5,7,16,0.438,20,29,0.69,15,39,19,10,1,6,17,1,0,0
1,84,29,57,0.509,6,18,0.333,20,26,0.769,11,29,24,5,6,8,14,1,0,0
1,75,24,47,0.511,8,20,0.4,19,21,0.905,9,26,16,12,2,10,16,0,1,0
0,76,30,62,0.484,9,25,0.36,7,11,0.636,11,33,15,2,1,14,20,0,0,1
0,67,22,58,0.379,9,28,0.321,14,17,0.824,12,28,10,6,3,12,24,0,1,0
1,76,21,55,0.382,10,22,0.455,24,35,0.686,12,39,14,8,3,10,14,1,0,0
1,91,34,61,0.557,11,22,0.5,12,15,0.8,10,38,24,15,3,12,13,1,0,0
1,87,31,58,0.534,7,17,0.412,18,25,0.72,12,32,24,8,6,14,11,1,0,0
1,64,19,39,0.487,2,7,0.286,24,35,0.686,5,30,7,4,3,11,17,1,0,0
0,63,22,57,0.386,7,22,0.318,12,15,0.8,19,34,11,5,4,21,17,0,1,0
1,85,35,67,0.522,9,21,0.429,6,8,0.75,13,36,23,8,7,12,20,1,0,0
1,65,25,59,0.424,4,16,0.25,11,16,0.688,9,36,13,9,0,10,18,1,0,0
1,68,20,52,0.385,8,18,0.444,20,27,0.741,9,35,15,7,3,11,14,0,0,1
1,75,25,50,0.5,7,21,0.333,18,24,0.75,7,30,19,6,7,14,16,0,0,1
1,75,28,50,0.56,11,21,0.524,8,14,0.571,2,29,22,6,7,7,11,1,0,0
1,91,27,51,0.529,12,23,0.522,25,33,0.758,8,33,18,6,5,9,22,0,1,0
1,59,17,42,0.405,4,9,0.444,21,29,0.724,10,32,12,6,5,9,14,0,0,1
0,65,25,64,0.391,5,18,0.278,10,14,0.714,13,33,13,6,12,18,16,0,0,1
1,79,22,51,0.431,6,12,0.5,29,37,0.784,10,34,13,3,6,13,15,0,1,0
0,63,18,54,0.333,2,14,0.143,25,29,0.862,11,28,8,4,2,10,21,0,0,1
1,72,27,62,0.435,7,18,0.389,11,19,0.579,10,33,13,8,5,8,18,0,1,0
1,64,18,44,0.409,6,20,0.3,22,27,0.815,11,35,11,2,4,14,18,0,0,1
0,51,17,49,0.347,5,18,0.278,12,14,0.857,6,24,11,3,3,15,16,0,0,1
0,54,18,55,0.327,3,24,0.125,15,23,0.652,11,35,12,5,8,12,18,1,0,0
1,76,27,58,0.466,6,15,0.4,16,31,0.516,16,44,21,8,7,9,11,1,0,0
1,76,23,39,0.59,8,10,0.8,22,33,0.667,7,30,17,6,4,13,13,1,0,0
1,66,26,51,0.51,4,14,0.286,10,19,0.526,4,30,17,7,4,10,17,1,0,0
1,67,24,52,0.462,7,17,0.412,12,22,0.545,6,38,17,6,4,11,16,1,0,0
0,60,23,53,0.434,3,15,0.2,11,17,0.647,13,36,15,7,3,10,13,1,0,0
0,63,23,65,0.354,5,21,0.238,12,13,0.923,12,34,16,6,8,12,16,0,1,0
0,65,25,45,0.556,6,12,0.5,9,14,0.643,3,26,9,0,3,11,16,0,1,0
1,52,20,55,0.364,2,15,0.133,10,18,0.556,8,36,13,6,6,11,18,1,0,0
1,86,32,54,0.593,5,17,0.294,17,25,0.68,8,32,20,9,5,13,25,1,0,0
1,75,26,63,0.413,6,29,0.207,17,23,0.739,9,42,20,9,4,11,20,1,0,0
0,89,30,59,0.508,7,19,0.368,22,32,0.688,10,38,23,8,8,18,22,1,0,0
0,78,25,54,0.463,10,22,0.455,18,27,0.667,4,30,8,5,2,20,21,0,0,1
1,77,25,47,0.532,6,14,0.429,21,27,0.778,7,37,14,9,7,24,22,0,1,0
0,74,24,60,0.4,6,13,0.462,20,28,0.714,10,38,10,3,3,14,24,0,1,0
1,83,30,55,0.545,7,10,0.7,16,22,0.727,11,37,16,9,7,19,25,0,1,0
1,80,23,51,0.451,9,17,0.529,25,33,0.758,6,28,12,7,5,13,19,1,0,0
0,69,23,48,0.479,4,16,0.25,19,23,0.826,8,30,13,7,3,15,19,0,1,0
1,78,25,44,0.568,7,14,0.5,21,32,0.656,4,30,13,6,3,14,14,1,0,0
0,46,17,65,0.262,2,14,0.143,10,16,0.625,12,28,11,5,2,12,26,0,1,0
0,104,36,73,0.493,6,17,0.353,26,40,0.65,6,34,16,7,8,5,23,1,0,0
1,84,30,54,0.556,6,9,0.667,18,27,0.667,8,34,17,2,6,16,28,0,1,0
1,81,27,54,0.5,6,12,0.5,21,22,0.955,5,26,10,9,0,11,20,0,1,0
1,78,26,51,0.51,4,11,0.364,22,26,0.846,5,35,13,5,9,15,17,1,0,0
0,61,22,49,0.449,5,16,0.313,12,17,0.706,6,30,13,7,6,18,25,0,1,0
0,56,20,52,0.385,6,20,0.3,10,15,0.667,6,21,5,2,1,17,22,0,1,0
0,67,23,67,0.343,6,30,0.2,15,18,0.833,8,28,8,7,3,9,19,0,0,1
1,78,30,61,0.492,11,27,0.407,7,9,0.778,5,26,23,9,4,10,21,1,0,0
0,74,27,63,0.429,11,32,0.344,9,11,0.818,8,34,15,2,2,13,20,0,1,0
0,80,29,60,0.483,13,28,0.464,9,10,0.9,7,24,18,4,3,10,16,0,1,0
1,71,24,58,0.414,11,35,0.314,12,20,0.6,6,17,14,11,5,10,21,0,1,0
0,92,28,56,0.5,14,27,0.519,22,28,0.786,5,23,15,6,1,17,26,0,1,0
1,85,29,59,0.492,7,17,0.412,20,26,0.769,9,31,19,6,2,6,14,0,0,1
1,92,31,60,0.517,12,25,0.48,18,25,0.72,11,37,22,4,3,15,24,0,1,0
1,95,33,63,0.524,8,21,0.381,21,32,0.656,15,52,20,6,6,13,18,1,0,0
1,69,25,47,0.532,4,13,0.308,15,22,0.682,9,28,12,5,3,10,13,1,0,0
0,80,25,44,0.568,9,16,0.563,21,32,0.656,8,31,18,4,3,15,23,1,0,0
0,70,22,61,0.361,5,18,0.278,21,29,0.724,9,29,12,9,3,9,19,0,1,0
1,89,29,54,0.537,5,14,0.357,26,41,0.634,10,34,17,7,5,20,20,0,1,0
1,81,23,49,0.469,5,12,0.417,30,38,0.789,10,32,15,4,4,12,13,0,0,1
0,69,21,47,0.447,10,21,0.476,17,32,0.531,7,30,15,8,2,11,25,0,1,0
1,92,28,57,0.491,5,17,0.294,31,43,0.721,17,46,11,9,3,17,17,1,0,0
1,82,29,50,0.58,6,14,0.429,18,33,0.545,10,36,13,8,1,17,14,1,0,0
0,69,23,69,0.333,1,14,0.071,22,35,0.629,24,47,8,4,6,17,16,1,0,0
1,81,26,54,0.481,7,16,0.438,22,32,0.688,13,41,13,5,8,13,13,1,0,0
1,115,41,68,0.603,5,14,0.357,28,43,0.651,16,41,26,11,8,13,21,1,0,0
1,79,27,55,0.491,5,15,0.333,20,31,0.645,15,45,14,4,8,14,24,1,0,0
0,54,19,43,0.442,3,11,0.273,13,17,0.765,8,28,10,9,2,20,18,0,1,0
0,63,21,55,0.382,10,17,0.588,11,20,0.55,16,35,13,2,4,13,21,1,0,0
1,64,26,45,0.578,2,8,0.25,10,16,0.625,11,33,11,7,7,14,10,1,0,0
1,60,16,47,0.34,4,14,0.286,24,36,0.667,8,30,6,5,8,9,13,1,0,0
0,64,19,55,0.345,1,11,0.091,25,40,0.625,21,45,9,4,3,9,17,0,0,1
0,68,25,59,0.424,6,17,0.353,12,18,0.667,10,26,13,6,6,11,14,0,1,0
1,81,29,64,0.453,7,15,0.467,16,32,0.5,13,43,13,6,5,14,19,0,1,0
1,67,21,56,0.375,7,17,0.412,18,21,0.857,13,31,10,6,8,9,19,0,1,0
1,96,27,51,0.529,7,17,0.412,35,53,0.66,13,28,15,10,4,9,19,1,0,0
1,90,29,51,0.569,6,16,0.375,26,34,0.765,10,35,15,5,5,13,17,1,0,0
1,88,26,49,0.531,5,13,0.385,31,43,0.721,8,32,13,5,10,14,21,1,0,0
0,69,26,65,0.4,5,16,0.313,12,20,0.6,12,37,13,4,4,12,22,0,0,1
1,70,23,48,0.479,6,10,0.6,18,30,0.6,12,36,7,3,2,12,9,1,0,0
1,53,16,35,0.457,6,13,0.462,15,24,0.625,7,27,11,7,8,16,8,1,0,0
1,77,25,47,0.532,2,8,0.25,25,29,0.862,14,36,12,9,3,15,19,0,1,0
1,73,23,52,0.442,3,13,0.231,24,29,0.828,11,34,17,7,0,10,17,1,0,0
1,85,34,65,0.523,10,24,0.417,7,9,0.778,9,50,21,4,3,10,10,1,0,0
1,73,29,67,0.433,6,22,0.273,9,16,0.563,16,48,16,7,7,12,12,1,0,0
1,78,28,68,0.412,2,19,0.105,20,24,0.833,16,45,17,4,5,7,16,0,1,0
1,89,26,45,0.578,11,18,0.611,26,38,0.684,9,32,14,4,3,15,19,1,0,0
1,84,27,57,0.474,9,21,0.429,21,29,0.724,13,48,18,5,7,18,21,1,0,0
1,78,28,58,0.483,9,26,0.346,13,15,0.867,8,36,19,5,3,11,16,0,1,0
1,107,33,60,0.55,10,18,0.556,31,40,0.775,9,33,22,4,1,10,20,0,1,0
1,78,24,43,0.558,9,21,0.429,21,33,0.636,10,37,14,9,7,21,16,0,0,1
0,74,28,56,0.5,8,21,0.381,10,13,0.769,6,26,12,0,2,8,20,0,1,0
1,72,25,57,0.439,10,26,0.385,12,23,0.522,10,44,14,3,4,16,23,1,0,0
1,65,22,61,0.361,4,20,0.2,17,25,0.68,8,31,11,7,5,6,15,0,1,0
1,97,40,73,0.548,12,28,0.429,5,9,0.556,12,46,26,4,4,7,14,0,1,0
1,75,26,64,0.406,9,30,0.3,14,17,0.824,13,37,13,2,2,6,18,1,0,0
1,71,28,59,0.475,7,29,0.241,8,12,0.667,11,44,16,10,8,24,16,1,0,0
0,63,22,60,0.367,7,25,0.28,12,22,0.545,7,43,13,5,3,10,20,0,1,0
1,86,31,62,0.5,8,24,0.333,16,26,0.615,10,45,27,6,2,17,25,0,1,0
1,97,36,70,0.514,14,26,0.538,11,16,0.688,18,49,18,9,2,20,25,0,0,1
0,67,24,63,0.381,1,11,0.091,18,25,0.72,10,23,10,6,3,11,19,1,0,0
0,61,22,44,0.5,3,10,0.3,14,18,0.778,7,27,9,11,0,24,27,0,1,0
0,44,17,43,0.395,4,10,0.4,6,11,0.545,3,20,9,7,2,13,19,0,1,0
1,100,40,79,0.506,5,23,0.217,15,21,0.714,11,40,24,19,3,12,16,1,0,0
0,52,18,53,0.34,1,10,0.1,15,22,0.682,13,36,5,10,4,21,25,0,1,0
0,57,19,53,0.358,2,7,0.286,17,25,0.68,7,34,7,6,1,19,26,0,1,0
0,58,16,58,0.276,4,19,0.211,22,28,0.786,10,27,4,11,1,15,21,0,1,0
0,65,25,55,0.455,5,12,0.417,10,19,0.526,12,28,13,8,2,16,20,0,1,0
0,55,19,50,0.38,6,17,0.353,11,21,0.524,13,34,8,8,6,25,20,1,0,0
0,72,26,53,0.491,6,15,0.4,14,23,0.609,11,29,11,3,5,20,24,0,1,0
1,88,29,55,0.527,5,16,0.313,25,48,0.521,13,33,15,13,5,17,23,1,0,0
0,62,23,59,0.39,1,11,0.091,15,22,0.682,5,28,9,6,5,10,22,1,0,0
0,54,19,43,0.442,2,5,0.4,14,19,0.737,8,21,11,8,1,22,18,0,1,0
1,85,29,56,0.518,12,19,0.632,15,17,0.882,7,23,18,10,4,24,20,1,0,0
1,82,27,56,0.482,5,13,0.385,23,35,0.657,9,25,11,11,2,8,20,0,0,1
1,94,29,52,0.558,7,16,0.438,29,43,0.674,11,39,18,18,2,22,24,1,0,0
1,68,23,68,0.338,6,16,0.375,16,25,0.64,15,35,10,16,2,16,18,0,1,0
1,74,25,62,0.403,6,12,0.5,18,21,0.857,12,35,13,13,3,18,26,1,0,0
0,72,26,60,0.433,5,14,0.357,15,23,0.652,7,27,14,5,7,21,26,0,1,0
0,71,26,52,0.5,4,13,0.308,15,22,0.682,4,30,17,8,6,17,25,1,0,0
1,82,26,44,0.591,2,11,0.182,28,38,0.737,4,26,16,12,4,14,20,1,0,0
0,66,29,54,0.537,1,9,0.111,7,12,0.583,9,27,12,10,2,14,18,0,0,1
0,52,20,48,0.417,2,14,0.143,10,16,0.625,9,28,14,9,4,15,23,0,1,0
0,66,25,53,0.472,8,15,0.533,8,14,0.571,8,24,15,9,2,17,16,0,1,0
1,74,26,57,0.456,8,17,0.471,14,20,0.7,7,24,14,7,4,9,19,1,0,0
1,82,26,54,0.481,3,10,0.3,27,46,0.587,12,32,15,12,4,13,20,1,0,0
0,54,20,45,0.444,2,10,0.2,12,16,0.75,8,30,11,9,3,17,17,0,1,0
0,69,29,59,0.492,6,13,0.462,5,9,0.556,8,27,13,4,2,10,18,0,1,0
0,73,25,61,0.41,7,20,0.35,16,21,0.762,10,30,13,7,1,15,25,1,0,0
0,65,25,71,0.352,4,28,0.143,11,24,0.458,18,33,12,11,1,5,16,0,0,1
0,39,15,51,0.294,1,13,0.077,8,15,0.533,7,24,6,5,5,15,11,0,1,0
0,49,17,43,0.395,6,18,0.333,9,17,0.529,6,23,12,9,4,12,22,0,1,0
0,59,23,52,0.442,9,18,0.5,4,7,0.571,1,19,14,9,5,15,20,0,1,0
0,63,22,65,0.338,1,15,0.067,18,26,0.692,14,36,10,5,5,9,24,1,0,0
1,66,19,45,0.422,5,19,0.263,23,27,0.852,7,25,14,8,2,17,12,1,0,0
0,57,22,56,0.393,6,25,0.24,7,18,0.389,10,22,6,6,3,9,22,1,0,0
0,67,20,56,0.357,5,21,0.238,22,28,0.786,13,33,9,3,2,15,24,0,1,0
0,67,25,68,0.368,10,27,0.37,7,15,0.467,10,28,17,3,1,5,18,0,1,0
1,94,35,67,0.522,7,19,0.368,17,24,0.708,12,36,18,11,3,9,21,1,0,0
0,70,24,62,0.387,10,29,0.345,12,23,0.522,12,30,17,8,3,13,21,1,0,0
1,78,27,51,0.529,9,21,0.429,15,21,0.714,7,25,21,4,3,8,20,1,0,0
0,73,28,69,0.406,7,33,0.212,10,13,0.769,7,25,16,7,5,7,15,0,0,1
0,72,24,50,0.48,8,16,0.5,16,24,0.667,5,25,11,7,0,19,19,1,0,0
0,83,32,69,0.464,6,19,0.316,13,26,0.5,15,35,13,9,3,14,27,0,1,0
0,71,24,62,0.387,2,13,0.154,21,33,0.636,9,25,9,4,4,6,28,0,1,0
0,74,29,62,0.468,9,19,0.474,7,16,0.438,12,33,14,5,0,9,23,0,1,0
0,66,26,62,0.419,3,12,0.25,11,25,0.44,8,36,11,5,3,8,17,1,0,0
1,78,27,45,0.6,1,5,0.2,23,37,0.622,4,33,7,5,1,18,23,0,0,1
0,59,19,52,0.365,7,17,0.412,14,22,0.636,11,34,11,7,1,20,18,0,0,1
0,58,19,55,0.345,3,15,0.2,17,25,0.68,12,28,8,4,2,11,20,0,1,0
0,69,27,60,0.45,5,23,0.217,10,19,0.526,9,30,15,2,1,9,18,1,0,0
1,55,19,48,0.396,2,7,0.286,15,27,0.556,12,38,8,5,0,11,14,0,1,0
1,65,20,47,0.426,10,22,0.455,15,16,0.938,4,28,14,3,3,13,18,0,1,0
1,57,19,52,0.365,3,11,0.273,16,23,0.696,11,36,13,9,1,12,16,1,0,0
0,54,20,50,0.4,1,11,0.091,13,14,0.929,8,24,6,7,4,14,8,0,1,0
1,73,27,55,0.491,5,15,0.333,14,20,0.7,11,36,16,6,3,16,12,0,0,1
0,73,25,58,0.431,6,22,0.273,17,24,0.708,15,39,8,3,8,15,24,0,1,0
0,79,30,56,0.536,6,18,0.333,13,19,0.684,10,39,17,4,7,18,21,1,0,0
0,68,25,57,0.439,5,22,0.227,13,16,0.813,12,32,7,4,2,18,21,0,1,0
0,52,21,64,0.328,6,19,0.316,4,10,0.4,12,31,10,8,1,14,23,0,1,0
0,61,19,53,0.358,4,20,0.2,19,26,0.731,10,30,11,7,0,10,21,1,0,0
0,70,20,52,0.385,3,16,0.188,27,33,0.818,10,29,7,10,2,18,22,1,0,0
0,68,24,60,0.4,4,13,0.308,16,22,0.727,14,32,10,1,2,8,17,0,1,0
0,68,17,56,0.304,6,26,0.231,28,31,0.903,13,40,9,5,4,18,20,0,1,0
